insert into lottery.match values('1600101','英超','阿森纳','纽卡','1:0','3');
insert into lottery.match values('1602109','德甲','沙尔克','沃尔夫','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.40','3.60','2.75','1602109');
insert into lottery.europe_data values('williamHill','lastData','2.40','3.50','2.80','1602109');
insert into lottery.europe_data values('Interwetten','firstData','2.40','3.30','2.75','1602109');
insert into lottery.europe_data values('Interwetten','lastData','2.40','3.30','2.75','1602109');
insert into lottery.match values('1602110','德甲','汉诺威','美因茨','0:1','0');
insert into lottery.europe_data values('williamHill','firstData','2.62','3.40','2.60','1602110');
insert into lottery.europe_data values('williamHill','lastData','2.70','3.10','2.70','1602110');
insert into lottery.europe_data values('Interwetten','firstData','2.60','3.20','2.60','1602110');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.20','2.60','1602110');
insert into lottery.match values('1602111','德甲','赫塔','多特','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','6.50','4.20','1.50','1602111');
insert into lottery.europe_data values('williamHill','lastData','6.00','4.00','1.57','1602111');
insert into lottery.europe_data values('Interwetten','firstData','6.10','4.00','1.50','1602111');
insert into lottery.europe_data values('Interwetten','lastData','5.20','3.65','1.63','1602111');
insert into lottery.match values('1602112','德甲','勒沃','拜仁','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','5.00','3.80','1.67','1602112');
insert into lottery.europe_data values('williamHill','lastData','5.00','3.80','1.67','1602112');
insert into lottery.europe_data values('Interwetten','firstData','4.70','3.60','1.70','1602112');
insert into lottery.europe_data values('Interwetten','lastData','5.00','3.55','1.67','1602112');
insert into lottery.match values('1602113','西甲','马竞技','埃瓦尔','3:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.44','4.00','8.50','1602113');
insert into lottery.europe_data values('williamHill','lastData','1.44','4.00','8.00','1602113');
insert into lottery.europe_data values('Interwetten','firstData','1.40','4.40','7.30','1602113');
insert into lottery.europe_data values('Interwetten','lastData','1.40','4.40','7.30','1602113');
insert into lottery.match values('1602114','西甲','毕尔巴','比利亚','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','1.85','3.50','4.33','1602114');
insert into lottery.europe_data values('williamHill','lastData','1.83','3.40','4.50','1602114');
insert into lottery.europe_data values('Interwetten','firstData','1.90','3.45','3.80','1602114');
insert into lottery.europe_data values('Interwetten','lastData','1.85','3.45','4.00','1602114');
insert into lottery.match values('1602201','英超','伯恩茅','阿森纳','0:2','0');
insert into lottery.europe_data values('williamHill','firstData','3.30','3.40','2.15','1602201');
insert into lottery.europe_data values('williamHill','lastData','4.00','3.50','1.91','1602201');
insert into lottery.europe_data values('Interwetten','firstData','3.60','3.30','2.00','1602201');
insert into lottery.europe_data values('Interwetten','lastData','3.60','3.30','2.00','1602201');
insert into lottery.match values('1602202','英超','切尔西','曼联','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','2.00','3.10','4.20','1602202');
insert into lottery.europe_data values('williamHill','lastData','2.20','3.10','3.60','1602202');
insert into lottery.europe_data values('Interwetten','firstData','2.10','3.30','3.30','1602202');
insert into lottery.europe_data values('Interwetten','lastData','2.20','3.10','3.30','1602202');
insert into lottery.match values('1602203','德甲','汉堡','科隆','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','2.50','3.20','2.88','1602203');
insert into lottery.europe_data values('williamHill','lastData','2.88','3.20','2.50','1602203');
insert into lottery.europe_data values('Interwetten','firstData','2.50','3.30','2.65','1602203');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.10','2.70','1602203');
insert into lottery.match values('1602204','德甲','霍芬','达姆施','0:2','0');
insert into lottery.europe_data values('williamHill','firstData','2.00','3.40','3.80','1602204');
insert into lottery.europe_data values('williamHill','lastData','2.00','3.20','4.00','1602204');
insert into lottery.europe_data values('Interwetten','firstData','2.00','3.30','3.60','1602204');
insert into lottery.europe_data values('Interwetten','lastData','2.10','3.30','3.30','1602204');
insert into lottery.match values('1602205','意甲','AC米兰','乌迪内','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','1.60','3.75','5.00','1602205');
insert into lottery.europe_data values('williamHill','lastData','1.50','4.00','7.00','1602205');
insert into lottery.europe_data values('Interwetten','firstData','1.50','4.00','6.10','1602205');
insert into lottery.europe_data values('Interwetten','lastData','1.55','3.90','5.60','1602205');
insert into lottery.match values('1602206','意甲','都灵','切沃','1:2','0');
insert into lottery.europe_data values('williamHill','firstData','1.80','3.30','4.33','1602206');
insert into lottery.europe_data values('williamHill','lastData','1.67','3.60','5.50','1602206');
insert into lottery.europe_data values('Interwetten','firstData','1.75','3.50','4.50','1602206');
insert into lottery.europe_data values('Interwetten','lastData','1.75','3.50','4.50','1602206');
insert into lottery.match values('1602207','意甲','弗洛西','尤文','0:2','0');
insert into lottery.europe_data values('williamHill','firstData','13.00','6.00','1.18','1602207');
insert into lottery.europe_data values('williamHill','lastData','13.00','5.50','1.25','1602207');
insert into lottery.europe_data values('Interwetten','firstData','12.50','5.50','1.18','1602207');
insert into lottery.europe_data values('Interwetten','lastData','10.30','5.50','1.25','1602207');
insert into lottery.match values('1602208','意甲','那不勒','卡皮','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.15','6.50','15.00','1602208');
insert into lottery.europe_data values('williamHill','lastData','1.17','7.00','17.00','1602208');
insert into lottery.europe_data values('Interwetten','firstData','1.14','6.20','14.20','1602208');
insert into lottery.europe_data values('Interwetten','lastData','1.15','7.00','15.00','1602208');
insert into lottery.match values('1602209','意甲','萨索洛','巴勒莫','2:2','1');
insert into lottery.europe_data values('williamHill','firstData','1.80','3.30','4.33','1602209');
insert into lottery.europe_data values('williamHill','lastData','1.67','3.60','5.50','1602209');
insert into lottery.europe_data values('Interwetten','firstData','1.75','3.50','4.50','1602209');
insert into lottery.europe_data values('Interwetten','lastData','1.85','3.45','4.00','1602209');
insert into lottery.match values('1602210','意甲','亚特兰','恩波利','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','2.25','3.10','3.10','1602210');
insert into lottery.europe_data values('williamHill','lastData','2.50','3.20','2.88','1602210');
insert into lottery.europe_data values('Interwetten','firstData','2.20','3.30','3.10','1602210');
insert into lottery.europe_data values('Interwetten','lastData','2.50','3.10','2.80','1602210');
insert into lottery.match values('1602211','意甲','罗马','桑普多','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.40','4.33','7.00','1602211');
insert into lottery.europe_data values('williamHill','lastData','1.55','4.00','6.00','1602211');
insert into lottery.europe_data values('Interwetten','firstData','1.35','4.30','7.00','1602211');
insert into lottery.europe_data values('Interwetten','lastData','1.45','4.00','7.00','1602211');
insert into lottery.match values('1602212','西甲','贝蒂斯','巴伦西','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.40','3.20','3.00','1602212');
insert into lottery.europe_data values('williamHill','lastData','2.70','3.10','2.70','1602212');
insert into lottery.europe_data values('Interwetten','firstData','2.40','3.20','2.85','1602212');
insert into lottery.europe_data values('Interwetten','lastData','2.40','3.20','2.85','1602212');
insert into lottery.match values('1602213','西甲','塞尔塔','塞维利','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','2.80','3.30','2.50','1602213');
insert into lottery.europe_data values('williamHill','lastData','3.10','3.40','2.25','1602213');
insert into lottery.europe_data values('Interwetten','firstData','2.75','3.20','2.50','1602213');
insert into lottery.europe_data values('Interwetten','lastData','3.10','3.30','2.20','1602213');
insert into lottery.match values('1602214','西甲','格拉纳','皇马','1:2','0');
insert into lottery.europe_data values('williamHill','firstData','9.00','5.00','1.33','1602214');
insert into lottery.europe_data values('williamHill','lastData','13.00','5.50','1.29','1602214');
insert into lottery.europe_data values('Interwetten','firstData','9.00','5.00','1.30','1602214');
insert into lottery.europe_data values('Interwetten','lastData','10.30','5.50','1.25','1602214');
insert into lottery.match values('1602301','英超','维拉','利物浦','0:6','0');
insert into lottery.europe_data values('williamHill','firstData','4.00','3.40','1.95','1602301');
insert into lottery.europe_data values('williamHill','lastData','4.50','3.40','1.85','1602301');
insert into lottery.europe_data values('Interwetten','firstData','3.60','3.30','2.00','1602301');
insert into lottery.europe_data values('Interwetten','lastData','4.20','3.50','1.80','1602301');
insert into lottery.match values('1602302','英超','曼城','热刺','1:2','0');
insert into lottery.europe_data values('williamHill','firstData','1.91','3.75','3.75','1602302');
insert into lottery.europe_data values('williamHill','lastData','2.10','3.10','3.75','1602302');
insert into lottery.europe_data values('Interwetten','firstData','1.90','3.45','3.80','1602302');
insert into lottery.europe_data values('Interwetten','lastData','2.00','3.30','3.60','1602302');
insert into lottery.match values('1602303','德甲','汉堡','门兴','3:2','3');
insert into lottery.europe_data values('williamHill','firstData','2.90','3.40','2.38','1602303');
insert into lottery.europe_data values('williamHill','lastData','3.25','3.50','2.20','1602303');
